title,follower_numbers,total_price,unit_price,build_time,region,house_type,floor,house_area,house_type_structure,inside_area,building_type,orientation,building_structure,decoration,users/elevator,elevator,listing_time,transaction_ownership,last_transaction_time,house_use,house_years,ownership,mortgage_info,room_spare_parts,house_verification_code,house_label
联投金色港湾精装两室一厅 格局通透明亮 证满税少,10,145.0,18397,2017,沌口开发区,2室2厅1厨1卫,低楼层 (共32层),78.82㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-04-05,商品房,2019-02-01,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210405sjios ,"VR看装修,房本满两年,随时看房"
常青花园一社区 户型方正小三房 有钥匙随时看房,5,140.0,17280,1996,东西湖,3室2厅1厨1卫,低楼层 (共7层),81.02㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯四户,无,2021-05-20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,20210522655fC,"VR房源,随时看房"
敞亮大三房~南北通透~地铁沿线~视野开阔~小区安静急卖,7,299.9,32698,2015,武昌,3室1厅1厨1卫,高楼层 (共18层),91.72㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,2021-05-06,商品房,2019-04-08,普通住宅,满两年,共有,无抵押,已上传房本照片,20210506LLr0c,"地铁,VR房源,房本满两年"
店长推荐：中高层，无户口无尾款，有钥匙，边户南北通,13,162.0,17207,2014,汉阳,3室2厅1厨1卫,高楼层 (共34层),94.15㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-22,商品房,2020-09-18,普通住宅,未满两年,共有,无抵押,已上传房本照片,20200929j5LXE,"地铁,VR看装修,随时看房"
店长推荐 万科品质三房 业主诚意出售 看房方便,17,175.0,19047,2013,汉阳,3室2厅1厨1卫,高楼层 (共18层),91.88㎡,平层,暂无数据,板楼,西南 南,钢混结构,精装,两梯四户,有,2021-05-13,商品房,2017-09-14,普通住宅,满两年,非共有,有抵押 10万元 建行公积金 业主自还,已上传房本照片,20210515BKyDW,"地铁,VR看装修,房本满两年"
恒大绿洲  诚心出售 高层 采光视野好,23,124.0,9780,未知年建,蔡甸,3室2厅1厨2卫,高楼层 (共18层),126.8㎡,平层,107.25㎡,塔楼,北,钢混结构,精装,两梯四户,有,2020-06-07,商品房,2017-12-11,普通住宅,满两年,共有,无抵押,已上传房本照片,20200607MyZp4,"地铁,VR看装修,房本满两年,随时看房"
新上 东原启城  地铁口 总价低  中间楼层 诚心出售,5,175.0,17858,2020,洪山,3室2厅1厨1卫,低楼层 (共30层),98㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,2021-05-25,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 65万元 建设银行 客户偿还,未上传房本照片,20210322ueKUA,"VR看装修,随时看房"
万科锦绣苑 双阳台三房 户型通透 高区楼层视野阳光好,25,155.0,17120,2016,洪山,3室2厅1厨1卫,中楼层 (共34层),90.54㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-16,商品房,2020-11-03,普通住宅,未满两年,非共有,有抵押 37万元 工行 业主自还,已上传房本照片,202105165wpya,"VR房源,随时看房"
【好房必看】精品3房朝南高区全天8小时采光视野开阔,2,165.0,18478,未知年建,江岸,3室2厅1厨1卫,中楼层 (共34层),89.3㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯五户,有,2021-05-25,限价商品房,2021-04-10,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210525eBDh7,"VR看装修,随时看房"
蔡甸广场 荷风雅居电梯毛坯三房 证满随意装,60,71.0,6634,2011,蔡甸,3室1厅1厨1卫,高楼层 (共12层),107.03㎡,平层,92.5㎡,塔楼,东 西,钢混结构,毛坯,一梯两户,有,2020-12-04,商品房,2011-12-01,普通住宅,满五年,共有,有抵押 10万元 建行 业主自还,已上传房本照片,20201120QZvTK,"地铁,VR房源,房本满五年,随时看房"
首义小区 舒适三居室 边户 明厨明卫 中间楼层,35,160.0,17386,1995,武昌,3室2厅1厨1卫,中楼层 (共9层),92.03㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯四户,无,2020-07-11,商品房,2017-07-11,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200711G6f84,"地铁,VR房源,房本满两年,随时看房"
此房老证，近宜家园博园，空气好，拎包入住,14,114.0,14965,2011,硚口,2室2厅1厨1卫,中楼层 (共11层),76.18㎡,平层,64.16㎡,板塔结合,东南,钢混结构,精装,一梯三户,有,2021-03-26,商品房,2011-12-05,普通住宅,满五年,共有,无抵押,已上传房本照片,20210322bKEai,"VR看装修,房本满五年,随时看房"
此房证满两年 全南户型 精装修 税费少 小区双地铁,25,132.0,14283,未知年建,东西湖,2室1厅1厨1卫,低楼层 (共32层),92.42㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯三户,有,2021-05-03,商品房,2017-12-18,普通住宅,满两年,共有,有抵押 75万元 客户偿还,已上传房本照片,20200103G3w3q ,"地铁,VR看装修,房本满两年,随时看房"
vip房源 广电江湾新城大三房 南北双阳台 居家装修,87,197.0,17656,2011,硚口,3室2厅1厨1卫,中楼层 (共11层),111.58㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,2019-07-29,商品房,2016-04-15,普通住宅,满五年,非共有,有抵押 20万元 中国工商银行 客户偿还,已上传房本照片,20191230OGqe3,"VR看装修,房本满五年,随时看房"
中南地铁站 毛坯三房 中高楼层采光好 出行便利,101,365.0,27780,2016,武昌,3室2厅1厨2卫,高楼层 (共28层),131.39㎡,平层,103.37㎡,板楼,南,钢混结构,毛坯,两梯五户,有,2018-05-05,商品房,2018-05-22,普通住宅,满两年,共有,无抵押,已上传房本照片,20191223DPMgq ,"地铁,VR看装修,房本满两年,随时看房"
两证满五  凤凰楼层 产证清晰，业主诚心出售,19,255.0,29345,2008,洪山,2室2厅1厨1卫,高楼层 (共18层),86.9㎡,平层,69.48㎡,板楼,南,钢混结构,简装,两梯四户,有,2021-04-18,商品房,2011-02-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210421nZDwm,"地铁,VR房源,房本满五年,随时看房"
光谷东三房  金地品质物业 诚心出售,12,220.0,23136,2018,东湖高新,3室2厅1厨1卫,低楼层 (共26层),95.09㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2020-07-21,商品房,2018-08-11,普通住宅,满两年,非共有,有抵押 50万元 不清楚 客户偿还,已上传房本照片,20210511RboWx,"VR房源,房本满两年,随时看房"
保利城央企开发小区，。房子户型和品质有保障,22,199.0,22398,2015,武昌,2室1厅1厨1卫,中楼层 (共34层),88.85㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,2021-05-02,商品房,2018-07-11,普通住宅,满两年,共有,有抵押 4万元 客户偿还,已上传房本照片,20200707bfHCT,"VR房源,房本满两年,随时看房"
青少年宫旁 中间楼层 采光好  诚心出售 ~,21,128.0,14970,未知年建,江岸,2室2厅1厨1卫,中楼层 (共7层),85.51㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯两户,无,2021-03-30,商品房,2001-09-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210409S1fj6,"VR看装修,房本满五年,随时看房"
中南精装居家正规一居室 满两年,13,104.0,20517,2008,武昌,1室1厅1厨1卫,低楼层 (共27层),50.69㎡,平层,暂无数据,板塔结合,南 东北,钢混结构,简装,两梯八户,有,2021-04-27,商品房,2019-02-03,普通住宅,满两年,非共有,有抵押 40万元 未知 业主自还,已上传房本照片,20210427lhdno,"地铁,VR房源,房本满两年,随时看房"
保利时代 满两年 南北通透 视野开阔 居家精装带暖气,37,387.0,35967,2015,东湖高新,3室1厅1厨2卫,高楼层 (共34层),107.6㎡,平层,83.79㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-04-26,商品房,2018-10-23,普通住宅,满两年,共有,有抵押 27万元 交通银行 业主自还,已上传房本照片,20210501gjDXH,"VR看装修,房本满两年,随时看房"
中建精著   高楼层 通透大三房 毛坯 证满二 有钥匙,41,320.0,25533,2017,洪山,3室2厅1厨2卫,高楼层 (共42层),125.33㎡,平层,暂无数据,塔楼,南 北,钢混结构,毛坯,三梯四户,有,2021-03-03,商品房,2019-04-04,普通住宅,满两年,共有,有抵押 90万元 中信银行 客户偿还,已上传房本照片,20210303qBAZL,"VR看装修,房本满两年,随时看房"
菱角湖地铁站旁 金鑫花苑 诚心出售 对口北湖小.学,83,164.0,17291,2002,江汉,3室2厅1厨1卫,低楼层 (共8层),94.85㎡,平层,81.78㎡,塔楼,南 北,钢混结构,精装,一梯两户,无,2021-01-11,商品房,2016-01-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200626SbpUe,"地铁,VR看装修,房本满五年,随时看房"
业主诚心出售，随时可以看房，满二 无增值税,32,225.0,21247,2004,东湖高新,2室2厅1厨2卫,中楼层 (共11层),105.9㎡,复式,80.94㎡,板塔结合,南,钢混结构,精装,两梯十一户,有,2021-05-01,商品房,2015-11-24,普通住宅,满五年,非共有,有抵押 50万元 招商银行 客户偿还,已上传房本照片,20200818FednW,"VR房源,房本满五年,随时看房"
正地铁口 交通方便 满五唯一 业主诚心出售,6,125.0,16020,2013,江夏,2室2厅1厨1卫,高楼层 (共14层),78.03㎡,平层,61.86㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-04-11,商品房,2015-10-09,普通住宅,满五年,非共有,有抵押 15万元 业主自还,已上传房本照片,20210412egFs9,"地铁,VR看装修,房本满五年,随时看房"
后湖永旺《华享雕墅》精装复式两房，诚心卖拎包即住,281,135.0,18478,2015,江岸,2室1厅1厨1卫,中楼层 (共26层),73.06㎡,复式,暂无数据,板楼,南,钢混结构,精装,三梯十二户,有,2019-12-23,商品房,2018-09-21,普通住宅,满两年,共有,有抵押 40万元 中国银行后湖支行 客户偿还,已上传房本照片,20191231fowWU,"VR房源,房本满两年,随时看房"
华科大 地铁口 泛悦城小高层 新风 地暖 空调,20,509.0,36394,2018,东湖高新,3室2厅1厨2卫,中楼层 (共18层),139.86㎡,平层,115.52㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2021-05-24,商品房,2021-05-05,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210429wDXs1,"VR看装修,随时看房"
小区中间，全南大两房，产证满二，中间楼层,25,195.0,20475,2009,洪山,2室2厅1厨1卫,低楼层 (共18层),95.24㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,2020-12-06,商品房,2010-06-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200520bxS0P,"VR看装修,房本满五年,随时看房"
三环边电梯三房，进门有入户花园，看房方便,3,143.98,13323,2006,东西湖,3室2厅1厨1卫,低楼层 (共9层),108.07㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,一梯两户,有,2021-04-08,商品房,2016-04-14,普通住宅,满五年,共有,有抵押 40万元 工商 客户偿还,已上传房本照片,20210415wPotg,"VR看装修,房本满五年,随时看房"
楚天都市雅园   高区湖景板式三居  无增值税  有钥匙,31,327.0,28163,2016,武昌,3室2厅1厨2卫,高楼层 (共45层),116.11㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,三梯四户,有,2021-03-15,商品房,2018-04-15,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210315HchVU,"VR看装修,房本满两年,随时看房"
丽华苑精装两房，满两年，诚意出售，有钥匙随时看,13,144.5,19981,2008,武昌,2室2厅1厨1卫,中楼层 (共18层),72.32㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯六户,有,2021-05-03,经济适用房,2016-12-06,普通住宅,满两年,共有,有抵押 65万元 银行 业主自还,已上传房本照片,20210505XMdvT,"VR房源,房本满两年,随时看房"
龙城电梯两房，交通方便，车位充足,118,136.0,17177,2009,东湖高新,2室2厅1厨1卫,高楼层 (共33层),79.18㎡,平层,暂无数据,塔楼,南,钢混结构,简装,三梯五户,有,2021-01-03,商品房,2016-04-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210106OlWpC,"VR房源,房本满五年,随时看房"
老证少税、中楼层，采光佳，全新精装修未入住,19,250.0,23065,2018,沌口开发区,3室2厅1厨2卫,高楼层 (共28层),108.39㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,2021-03-17,商品房,2018-10-08,普通住宅,满两年,共有,有抵押 82万元 邮储银行 客户偿还,已上传房本照片,20210317Sc8Sb,"VR看装修,房本满两年,随时看房"
地铁口盛世东方 小区中间精装三房 老证 看房方便,26,258.0,20934,2010,江岸,3室1厅1厨2卫,中楼层 (共20层),123.25㎡,平层,96.01㎡,板楼,南,钢混结构,精装,两梯三户,有,2021-03-11,商品房,2017-07-05,普通住宅,满两年,共有,有抵押 110万元,已上传房本照片,20200528JjEfe,"VR房源,房本满两年,随时看房"
江南家园 全新精装高品质大三房诚心出售看房方便,21,305.0,20685,2005,东湖高新,3室2厅1厨2卫,中楼层 (共11层),147.45㎡,平层,125.35㎡,板楼,南,钢混结构,精装,一梯两户,有,2019-07-15,商品房,2016-06-15,普通住宅,满两年,共有,有抵押 80万元,已上传房本照片,20200513N7qTi,"VR看装修,房本满两年,随时看房"
群星城旁集中供暖三房  一梯两户 拎包入住 老证,16,265.0,23173,2011,洪山,3室1厅1厨1卫,中楼层 (共12层),114.36㎡,平层,91.95㎡,板楼,东南,钢混结构,精装,一梯两户,有,2021-04-11,商品房,2013-12-09,普通住宅,满五年,非共有,有抵押 40万元,已上传房本照片,20210411aGdx7,"VR看装修,房本满五年,随时看房"
小区优质的一套，业主诚心卖价格还可以商量,3,87.0,13779,未知年建,洪山,2室1厅1厨1卫,中楼层 (共15层),63.14㎡,平层,51.59㎡,板楼,西南,钢混结构,其他,两梯六户,有,2021-05-26,商品房,2021-05-21,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210526PeM68,"VR看装修,随时看房"
保利清能西海岸毛坯刚需小三房楼层好采光足视野开阔,20,135.0,14811,2017,江夏,3室1厅1厨1卫,中楼层 (共26层),91.15㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2021-01-23,商品房,2018-02-23,普通住宅,满两年,非共有,有抵押 40万元 招商银行 客户偿还,已上传房本照片,20210125YywnT,"VR看装修,房本满两年,随时看房"
此房在东立国际一期，人车分流，人工湖，景观好。,9,103.0,23948,2007,江岸,1室1厅1厨1卫,中楼层 (共19层),43.01㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,两梯六户,有,2021-04-16,商品房,2019-01-24,普通住宅,满两年,非共有,无抵押,已上传房本照片,20191228v65RN,"VR房源,房本满两年,随时看房"
朝南3房，中高楼层，税费少，美式装修,33,196.0,20796,2013,洪山,3室1厅1厨1卫,高楼层 (共33层),94.25㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-03-01,商品房,2017-06-13,普通住宅,满两年,非共有,有抵押 110万元 建设银行,已上传房本照片,20210301lmHN2,"VR看装修,房本满两年,随时看房"
房子正常出售看房方便，二环市区繁华地段配套齐全。,22,205.0,21701,2007,江岸,3室2厅1厨2卫,中楼层 (共11层),94.47㎡,平层,暂无数据,板楼,东南,钢混结构,简装,两梯四户,有,2021-03-19,商品房,2018-03-19,普通住宅,满两年,非共有,无抵押,已上传房本照片,20191226liglY,"VR房源,房本满两年,随时看房"
四期新出小三房，小区中间位置，中高楼层，产证满2,15,205.0,21767,2013,洪山,3室2厅1厨1卫,高楼层 (共33层),94.18㎡,平层,73.6㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-04-15,商品房,2015-01-06,普通住宅,满五年,共有,有抵押 23万元 23万公积金 客户偿还,已上传房本照片,20210416ESFVU,"VR房源,房本满五年,随时看房"
湖景房，视野无遮挡，5开间朝南，诚心出售,42,160.0,16588,2016,东湖高新,3室2厅1厨1卫,中楼层 (共28层),96.46㎡,平层,70.96㎡,板楼,南,钢混结构,精装,两梯三户,有,2021-04-08,商品房,2017-11-16,普通住宅,满两年,共有,有抵押 40万元 邮政银行 客户偿还,已上传房本照片,20210409Pc8Gq,"VR房源,房本满两年,随时看房"
万科金域蓝湾精装三居室，业主诚心出售，老证,51,172.0,18831,2012,沌口开发区,3室1厅1厨1卫,低楼层 (共35层),91.34㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2020-12-28,商品房,2019-01-25,普通住宅,满两年,非共有,无抵押,已上传房本照片,20201114QuoBQ,"地铁,VR看装修,房本满两年,随时看房"
金地艺境精装洋房大三房，两证满两年，看房方便,46,302.0,27817,2015,东湖高新,3室1厅1厨2卫,中楼层 (共6层),108.57㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,2021-04-07,商品房,2018-10-29,普通住宅,满两年,共有,有抵押 70万元 农业银行 客户偿还,已上传房本照片,20210409a5t0r ,"VR看装修,房本满两年,随时看房"
房本满五不临街，出行便利，园林式绿化！,36,218.0,16798,2010,东湖高新,4室2厅1厨2卫,低楼层 (共33层),129.78㎡,平层,104.31㎡,板楼,南 北,钢混结构,简装,两梯四户,有,2020-11-29,商品房,2015-11-16,普通住宅,满五年,非共有,有抵押 140万元,已上传房本照片,20191116sdNQb,"VR房源,房本满五年,随时看房"
